E   ;01;***;V;****;HEL;HEL;2     ;04;01;01;KESK  ;CENT  ;CENT  ;0002;Helsingin vaalipiiri                    ;Helsingfors valkrets                    ;Riku                                              ;Eskelinen                                         ;1;036;ekoenergiavastaava                                                                                                                                                                                      ;091;Helsinki                                ;Helsingfors                             ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;15    ;05;03;03;VAS   ;VÄNST ;LEFT  ;0023;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Kimmo                                             ;Kautio                                            ;1;032;valmennus- ja kehityspäällikkö                                                                                                                                                                          ;082;Hattula                                 ;Hattula                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;15    ;05;03;03;VAS   ;VÄNST ;LEFT  ;0024;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Heikki                                            ;Leisti                                            ;1;057;kirpputoriyrittäjä                                                                                                                                                                                      ;081;Hartola                                 ;Hartola                                 ;FI; ; ; ; ;E-2011    ;0000104;
E   ;06;***;V;****;HÄM;TAV;15    ;05;03;03;VAS   ;VÄNST ;LEFT  ;0025;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Elisa                                             ;Lientola                                          ;2;036;kuvanveistäjä, ammatillinen opettaja                                                                                                                                                                    ;398;Lahti                                   ;Lahtis                                  ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;15    ;05;03;03;VAS   ;VÄNST ;LEFT  ;0026;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Vilja                                             ;Lumme                                             ;2;022;sosionomiopiskelija                                                                                                                                                                                     ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;15    ;05;03;03;VAS   ;VÄNST ;LEFT  ;0027;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Heidi                                             ;Munnukka                                          ;2;034;lähihoitaja                                                                                                                                                                                             ;165;Janakkala                               ;Janakkala                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;15    ;05;03;03;VAS   ;VÄNST ;LEFT  ;0028;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Janne                                             ;Nieminen                                          ;1;047;teurastaja                                                                                                                                                                                              ;061;Forssa                                  ;Forssa                                  ;FI; ; ;1; ;E-2011    ;0001115;
E   ;06;***;V;****;HÄM;TAV;15    ;05;03;03;VAS   ;VÄNST ;LEFT  ;0029;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Antti                                             ;Papinniemi                                        ;1;032;toimitusjohtaja                                                                                                                                                                                         ;398;Lahti                                   ;Lahtis                                  ;FI; ; ; ; ;E-2011    ;0000082;
E   ;06;***;V;****;HÄM;TAV;15    ;05;03;03;VAS   ;VÄNST ;LEFT  ;0030;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Aino-Kaisa                                        ;Pekonen                                           ;2;036;kansanedustaja, lähihoitaja                                                                                                                                                                             ;694;Riihimäki                               ;Riihimäki                               ;FI; ;1;1; ;E-2011    ;0004010;
E   ;06;***;V;****;HÄM;TAV;15    ;05;03;03;VAS   ;VÄNST ;LEFT  ;0031;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Seppo                                             ;Rantanen                                          ;1;048;lv-putkiasentaja                                                                                                                                                                                        ;098;Hollola                                 ;Hollola                                 ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;15    ;05;03;03;VAS   ;VÄNST ;LEFT  ;0032;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Riitta                                            ;Saarinen                                          ;2;065;lastenhoitaja                                                                                                                                                                                           ;016;Asikkala                                ;Asikkala                                ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;15    ;05;03;03;VAS   ;VÄNST ;LEFT  ;0033;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Irma                                              ;Taavela                                           ;2;039;insinööri, merkonomi                                                                                                                                                                                    ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ; ;1; ;E-2011    ;0000236;
E   ;06;***;V;****;HÄM;TAV;15    ;05;03;03;VAS   ;VÄNST ;LEFT  ;0034;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Sirke                                             ;Wikström                                          ;2;049;koulunkäyntiavustaja                                                                                                                                                                                    ;061;Forssa                                  ;Forssa                                  ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0035;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Kari                                              ;Ilkkala                                           ;1;054;yrittäjä, insinööri                                                                                                                                                                                     ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0036;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Harri                                             ;Kerijoki                                          ;1;065;puuseppä                                                                                                                                                                                                ;111;Heinola                                 ;Heinola                                 ;FI; ; ;1; ;E-2011    ;0001196;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0037;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Rami                                              ;Lehto                                             ;1;042;sähkövoimatekniikan mekaanikko                                                                                                                                                                          ;398;Lahti                                   ;Lahtis                                  ;FI; ; ;1; ;E-2011    ;0004755;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0038;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Matti                                             ;Lintukorpi                                        ;1;047;asentaja                                                                                                                                                                                                ;834;Tammela                                 ;Tammela                                 ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0039;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Anne                                              ;Louhelainen                                       ;2;050;kansanedustaja                                                                                                                                                                                          ;098;Hollola                                 ;Hollola                                 ;FI; ;1;1; ;E-2011    ;0006160;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0040;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Matti                                             ;Luostarinen                                       ;1;063;filosofian ja valtiotieteen tohtori                                                                                                                                                                     ;061;Forssa                                  ;Forssa                                  ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0041;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Mira                                              ;Nieminen                                          ;2;039;vanhempi konstaapeli                                                                                                                                                                                    ;016;Asikkala                                ;Asikkala                                ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0042;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Lulu                                              ;Ranne                                             ;2;043;diplomi-insinööri, hanke- ja ympäristöasiantuntija                                                                                                                                                      ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ; ;1; ;E-2011    ;0001210;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0043;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Jari                                              ;Ronkainen                                         ;1;042;kirvesmies                                                                                                                                                                                              ;098;Hollola                                 ;Hollola                                 ;FI; ; ;1; ;E-2011    ;0004362;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0044;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Antti                                             ;Salminen                                          ;1;040;testausasiantuntija                                                                                                                                                                                     ;433;Loppi                                   ;Loppi                                   ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0045;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Heidi                                             ;Selenius                                          ;2;045;logistiikan esimies                                                                                                                                                                                     ;694;Riihimäki                               ;Riihimäki                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0046;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Ismo                                              ;Soukola                                           ;1;054;kansanedustaja, vanhempi konstaapeli                                                                                                                                                                    ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ;1;1; ;E-2011    ;0005059;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0047;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Maarit                                            ;Tuomi                                             ;2;047;lähihoitaja, ylioppilasmerkonomi                                                                                                                                                                        ;398;Lahti                                   ;Lahtis                                  ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;23    ;03;04;04;PS    ;SAF   ;TF    ;0048;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Eeva-Maria                                        ;Tuominen                                          ;2;050;esittelijä, hallintotieteiden maisteri                                                                                                                                                                  ;165;Janakkala                               ;Janakkala                               ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0049;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Mikko                                             ;Haapala                                           ;1;051;eräopas, restonomi (AMK)                                                                                                                                                                                ;398;Lahti                                   ;Lahtis                                  ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0050;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Teppo                                             ;Heiskanen                                         ;1;050;yrittäjä, teologian maisteri                                                                                                                                                                            ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0051;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Sari                                              ;Jokinen                                           ;2;040;luokanopettaja, kasvatustieteen maisteri                                                                                                                                                                ;694;Riihimäki                               ;Riihimäki                               ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0052;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Kari                                              ;Kilpinen                                          ;1;059;lehtori, filosofian tohtori                                                                                                                                                                             ;016;Asikkala                                ;Asikkala                                ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0053;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Auli                                              ;Laine                                             ;2;047;toimintaterapeutti, pientilallinen                                                                                                                                                                      ;086;Hausjärvi                               ;Hausjärvi                               ;FI; ; ;1; ;E-2011    ;0000735;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0054;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Elli                                              ;Latva-Hakuni                                      ;2;025;opiskelija                                                                                                                                                                                              ;398;Lahti                                   ;Lahtis                                  ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0055;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Mari                                              ;Monto                                             ;2;047;diplomi-insinööri, kotiäiti                                                                                                                                                                             ;082;Hattula                                 ;Hattula                                 ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0056;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Aleksi                                            ;Mäntylä                                           ;1;035;pienyrittäjä, ympäristöasiantuntija                                                                                                                                                                     ;398;Lahti                                   ;Lahtis                                  ;FI; ; ;1; ;E-2011    ;0000654;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0057;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Kirsi                                             ;Ojansuu-Kaunisto                                  ;2;051;kasvatustieteen maisteri, teologian ylioppilas                                                                                                                                                          ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ; ;1; ;E-2011    ;0002365;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0058;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Riina                                             ;Puusaari                                          ;2;032;kaavasuunnittelija, insinööri (AMK)                                                                                                                                                                     ;398;Lahti                                   ;Lahtis                                  ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0059;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Eeva                                              ;Rautamäki                                         ;2;053;ekonomi                                                                                                                                                                                                 ;398;Lahti                                   ;Lahtis                                  ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0060;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Mirka                                             ;Soinikoski                                        ;2;039;erikoislääkäri, sijaisäiti                                                                                                                                                                              ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0061;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Kari                                              ;Tiilikkala                                        ;1;060;professori, maa- ja metsätaloustieteiden tohtori                                                                                                                                                        ;169;Jokioinen                               ;Jockis                                  ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;13    ;06;05;05;VIHR  ;GRÖNA ;GREEN ;0062;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Eero                                              ;Yrjö-Koskinen                                     ;1;052;toiminnanjohtaja, valtiotieteiden maisteri                                                                                                                                                              ;694;Riihimäki                               ;Riihimäki                               ;FI; ; ; ; ;E-2011    ;0001036;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0063;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Sirkka-Liisa                                      ;Anttila                                           ;2;071;kansanedustaja                                                                                                                                                                                          ;061;Forssa                                  ;Forssa                                  ;FI; ;1;1; ;E-2011    ;0005882;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0064;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Tapio                                             ;Eerola                                            ;1;057;päätoimittaja, toimitusjohtaja                                                                                                                                                                          ;165;Janakkala                               ;Janakkala                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0065;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Antti                                             ;Kalliomaa                                         ;1;038;pääsihteeri                                                                                                                                                                                             ;398;Lahti                                   ;Lahtis                                  ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0066;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Timo                                              ;Kaunisto                                          ;1;052;maatalousyrittäjä, maa- ja metsätaloustieteiden maisteri                                                                                                                                                ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ; ;1; ;E-2011    ;0004174;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0067;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Hilkka                                            ;Kemppi                                            ;2;026;keskustan opiskelijaliiton puheenjohtaja, restonomi                                                                                                                                                     ;016;Asikkala                                ;Asikkala                                ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0068;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Rami                                              ;Lehtinen                                          ;1;039;vanhempi konstaapeli                                                                                                                                                                                    ;169;Jokioinen                               ;Jockis                                  ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0069;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Eevakaisa                                         ;Lehtosalo-Lönnberg                                ;2;042;luokanopettaja                                                                                                                                                                                          ;781;Sysmä                                   ;Sysmä                                   ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0070;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Tapio                                             ;Malmiharju                                        ;1;062;maanviljelijä, maanviljelysteknikko                                                                                                                                                                     ;560;Orimattila                              ;Orimattila                              ;FI; ; ;1; ;E-2011    ;0000768;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0071;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Asko                                              ;Niemelä                                           ;1;036;maanviljelijä, agrologi                                                                                                                                                                                 ;433;Loppi                                   ;Loppi                                   ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0072;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Marjatta                                          ;Rahkio                                            ;2;052;eläinlääkäri, eläinlääketieteen tohtori                                                                                                                                                                 ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0073;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Juha                                              ;Rehula                                            ;1;051;kansanedustaja, sosionomi                                                                                                                                                                               ;098;Hollola                                 ;Hollola                                 ;FI; ;1;1; ;E-2011    ;0005550;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0074;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Heini                                             ;Ristavaara                                        ;2;048;johtava sosiaalityöntekijä, valtiotieteiden maisteri                                                                                                                                                    ;086;Hausjärvi                               ;Hausjärvi                               ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0075;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Kaarina                                           ;Suhonen                                           ;2;045;sairaanhoitaja, apulaisosastonhoitaja                                                                                                                                                                   ;398;Lahti                                   ;Lahtis                                  ;FI; ; ;1; ;E-2011    ;0001509;
E   ;06;***;V;****;HÄM;TAV;2     ;04;06;06;KESK  ;CENT  ;CENT  ;0076;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Martti                                            ;Talja                                             ;1;063;keskussairaalan johtaja, lääketieteen ja kirurgian tohtori                                                                                                                                              ;398;Lahti                                   ;Lahtis                                  ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0077;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Tarja                                             ;Filatov                                           ;2;051;kansanedustaja, tiedottaja-toimittaja                                                                                                                                                                   ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ;1;1; ;E-2011    ;0006782;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0078;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Mika                                              ;Kari                                              ;1;047;kansanedustaja, yhteisöpedagogi (AMK)                                                                                                                                                                   ;398;Lahti                                   ;Lahtis                                  ;FI; ;1;1; ;E-2011    ;0005280;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0079;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Ville                                             ;Skinnari                                          ;1;041;pienyrittäjä, lakimies (Master of Laws)                                                                                                                                                                 ;398;Lahti                                   ;Lahtis                                  ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0080;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Eero                                              ;Vainio                                            ;1;028;maakuntavaltuuston puheenjohtaja, hallintotieteiden opiskelija                                                                                                                                          ;398;Lahti                                   ;Lahtis                                  ;FI; ; ;1; ;E-2011    ;0001540;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0081;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Iisakki                                           ;Kiemunki                                          ;1;037;toimittaja, hallintotieteiden maisteri                                                                                                                                                                  ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ; ;1; ;E-2011    ;0005122;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0082;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Minna                                             ;Lintonen                                          ;2;052;rehtori, kasvatustieteen maisteri                                                                                                                                                                       ;560;Orimattila                              ;Orimattila                              ;FI; ; ; ; ;E-2011    ;0003593;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0083;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Prabhakaran                                       ;Ranjith Kumar                                     ;1;040;vanhustenhoidon lähihoitaja                                                                                                                                                                             ;109;Hämeenlinna                             ;Tavastehus                              ;  ; ; ;1; ;E-2011    ;0001105;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0084;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Sirkku                                            ;Hildén                                            ;2;038;terveydenhoitaja                                                                                                                                                                                        ;398;Lahti                                   ;Lahtis                                  ;FI; ; ;1; ;E-2011    ;0002847;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0085;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Miia                                              ;Nahkuri                                           ;2;028;palveluohjaaja, sosionomi (AMK)                                                                                                                                                                         ;694;Riihimäki                               ;Riihimäki                               ;FI; ; ;1; ;E-2011    ;0001662;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0086;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Kaisa                                             ;Lepola                                            ;2;037;sosiaalihuollon kehittämispäällikkö, yhteiskuntatieteiden maisteri                                                                                                                                      ;061;Forssa                                  ;Forssa                                  ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0087;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Pirjo                                             ;Alijärvi                                          ;2;044;ohjelmakoordinaattori                                                                                                                                                                                   ;165;Janakkala                               ;Janakkala                               ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0088;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Kirsi-Maarit                                      ;Lehtimäki                                         ;2;048;sairaanhoitaja                                                                                                                                                                                          ;111;Heinola                                 ;Heinola                                 ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0089;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Pasi                                              ;Karjalainen                                       ;1;037;putkilinjanhoitaja                                                                                                                                                                                      ;532;Nastola                                 ;Nastola                                 ;FI; ; ;1; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;1     ;02;07;07;SDP   ;SDP   ;SDP   ;0090;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Risto                                             ;Paulamäki                                         ;1;060;luokanopettaja                                                                                                                                                                                          ;398;Lahti                                   ;Lahtis                                  ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;14    ;16;08;08;KTP   ;KAP   ;CWP   ;0091;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Eino                                              ;Laakso                                            ;1;080;asemamestari, eläkeläinen                                                                                                                                                                               ;109;Hämeenlinna                             ;Tavastehus                              ;FI; ; ; ; ;E-2011    ;0000041;
E   ;06;***;V;****;HÄM;TAV;14    ;16;08;08;KTP   ;KAP   ;CWP   ;0092;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Mikko                                             ;Leppänen                                          ;1;067;rakennustyöläinen                                                                                                                                                                                       ;576;Padasjoki                               ;Padasjoki                               ;FI; ; ; ; ;E-2011    ;0000050;
E   ;06;***;V;****;HÄM;TAV;14    ;16;08;08;KTP   ;KAP   ;CWP   ;0093;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Aarne                                             ;Tuomaala                                          ;1;058;voimalaitoskäyttäjä                                                                                                                                                                                     ;061;Forssa                                  ;Forssa                                  ;FI; ; ; ; ;E-2011    ;0000036;
E   ;06;***;V;****;HÄM;TAV;20    ;10;09;09;ITSP  ;SP    ;INDEP ;0094;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Tero                                              ;Ahtola                                            ;1;039;yrittäjä                                                                                                                                                                                                ;061;Forssa                                  ;Forssa                                  ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;20    ;10;09;09;ITSP  ;SP    ;INDEP ;0095;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Helge                                             ;Aspholm                                           ;1;061;pinnoittaja                                                                                                                                                                                             ;433;Loppi                                   ;Loppi                                   ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;20    ;10;09;09;ITSP  ;SP    ;INDEP ;0096;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Simo                                              ;Jansson                                           ;1;070;yrittäjä, eläkeläinen                                                                                                                                                                                   ;098;Hollola                                 ;Hollola                                 ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;20    ;10;09;09;ITSP  ;SP    ;INDEP ;0097;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Veijo                                             ;Kare                                              ;1;063;opettaja                                                                                                                                                                                                ;781;Sysmä                                   ;Sysmä                                   ;FI; ; ; ; ;E-2011    ;0000045;
E   ;06;***;V;****;HÄM;TAV;20    ;10;09;09;ITSP  ;SP    ;INDEP ;0098;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Linda                                             ;Lyyra                                             ;2;063;sosionomi, eläkeläinen                                                                                                                                                                                  ;091;Helsinki                                ;Helsingfors                             ;FI; ; ; ; ;E-2011    ;0000000;
E   ;06;***;V;****;HÄM;TAV;20    ;10;09;09;ITSP  ;SP    ;INDEP ;0099;Hämeen vaalipiiri                       ;Tavastlands valkrets                    ;Sisko                                             ;Pinola                                            ;2;066;luontaishoitaja, eläkeläinen                                                                                                                                                                            ;398;Lahti                                   ;Lahtis                                  ;FI; ; ; ; ;E-2011    ;0000000;
